season,team,win_rate
1989,	Essendon Bombers,0.0
1989,	Geelong Cats,1.0
1989,	Hawthorn Hawks,1.0
1989,	Richmond Tigers,0.0
1989,	W. Bulldogs,1.0
1989,	West Coast Eagles,1.0
1989,Brisbane Bears,0.3157894736842105
1989,Carlton Blues,0.3157894736842105
1989,Collingwood Magpies,0.5625
1989,Essendon Bombers,0.75
1989,Fitzroy Lions,0.5454545454545454
1989,Geelong Cats,0.7083333333333334
1989,Hawthorn Hawks,0.8695652173913043
1989,Melbourne Demons,0.6363636363636364
1989,North Melbourne Kangaroos,0.42105263157894735
1989,Richmond Tigers,0.2631578947368421
1989,St Kilda Saints,0.3684210526315789
1989,Sydney Swans,0.5238095238095238
1989,W. Bulldogs,0.4
1989,West Coast Eagles,0.3333333333333333
1989,Western Bulldogs,0.125
1989,brisbane bears,0.5
1989,carlton blues,1.0
1989,collingwood magpies,0.4
1989,geelong cats,0.0
1989,melbourne demons,0.5
1989,north melbourne kangaroos,0.3333333333333333
1989,richmond tigers,0.0
1989,st kilda saints,0.0
1989,sydney swans,0.0
1989,west coast eagles,0.0
1989,western bulldogs,0.0
1990,	Brisbane Bears,0.3333333333333333
1990,	Carlton Blues,1.0
1990,	Geelong Cats,0.5
1990,	North Melbourne Kangaroos,0.0
1990,	Richmond Tigers,1.0
1990,	St Kilda Saints,1.0
1990,	Sydney Swans,0.0
1990,Brisbane Bears,0.16666666666666666
1990,Carlton Blues,0.5294117647058824
1990,Collingwood Magpies,0.7307692307692307
1990,Essendon Bombers,0.75
1990,Fitzroy Lions,0.3181818181818182
1990,Geelong Cats,0.3684210526315789
1990,Hawthorn Hawks,0.6666666666666666
1990,Melbourne Demons,0.6956521739130435
1990,North Melbourne Kangaroos,0.6
1990,Richmond Tigers,0.3333333333333333
1990,St Kilda Saints,0.3684210526315789
1990,Sydney Swans,0.21052631578947367
1990,W. Bulldogs,0.45454545454545453
1990,West Coast Eagles,0.7391304347826086
1990,Western Bulldogs,0.6
1990,brisbane bears,0.0
1990,carlton blues,0.25
1990,essendon bombers,0.0
1990,geelong cats,0.0
1990,hawthorn hawks,0.0
1990,melbourne demons,1.0
1990,north melbourne kangaroos,0.0
1990,richmond tigers,0.0
1990,st kilda saints,0.5
1990,sydney swans,0.5
1990,west coast eagles,0.0
1990,western bulldogs,1.0
1991,	 Adelaide Crows ,1.0
1991,	Carlton Blues,0.0
1991,	Hawthorn Hawks,1.0
1991,	Melbourne Demons,0.5
1991,	Richmond Tigers,1.0
1991,	West Coast Eagles,1.0
1991, Adelaide Crows ,0.5555555555555556
1991,Adelaide Crows,0.2222222222222222
1991,Brisbane Bears,0.15
1991,Carlton Blues,0.42105263157894735
1991,Collingwood Magpies,0.6111111111111112
1991,Essendon Bombers,0.631578947368421
1991,Fitzroy Lions,0.18181818181818182
1991,Geelong Cats,0.6956521739130435
1991,Hawthorn Hawks,0.7619047619047619
1991,Melbourne Demons,0.6190476190476191
1991,North Melbourne Kangaroos,0.5454545454545454
1991,Richmond Tigers,0.2631578947368421
1991,St Kilda Saints,0.65
1991,Sydney Swans,0.3181818181818182
1991,W. Bulldogs,0.6363636363636364
1991,West Coast Eagles,0.782608695652174
1991,Western Bulldogs,0.18181818181818182
1991,adelaide crows,0.5
1991,brisbane bears,0.0
1991,carlton blues,0.0
1991,collingwood magpies,0.25
1991,essendon bombers,0.25
1991,geelong cats,0.5
1991,hawthorn hawks,0.5
1991,melbourne demons,0.0
1991,richmond tigers,0.5
1991,st kilda saints,0.3333333333333333
1991,west coast eagles,1.0
1992,	Fitzroy Lions,1.0
1992,	Hawthorn Hawks,1.0
1992,	Melbourne Demons,1.0
1992,	North Melbourne Kangaroos,1.0
1992,	Richmond Tigers,0.0
1992,	St Kilda Saints,1.0
1992,	Sydney Swans,0.0
1992,	West Coast Eagles,1.0
1992, Adelaide Crows ,0.6363636363636364
1992,Adelaide Crows,0.36363636363636365
1992,Brisbane Bears,0.21052631578947367
1992,Carlton Blues,0.6190476190476191
1992,Collingwood Magpies,0.7272727272727273
1992,Essendon Bombers,0.5454545454545454
1992,Fitzroy Lions,0.42105263157894735
1992,Geelong Cats,0.782608695652174
1992,Hawthorn Hawks,0.5714285714285714
1992,Melbourne Demons,0.3
1992,North Melbourne Kangaroos,0.2857142857142857
1992,Richmond Tigers,0.2777777777777778
1992,St Kilda Saints,0.5909090909090909
1992,Sydney Swans,0.14285714285714285
1992,W. Bulldogs,0.9166666666666666
1992,West Coast Eagles,0.7142857142857143
1992,Western Bulldogs,0.4444444444444444
1992,brisbane bears,0.0
1992,carlton blues,1.0
1992,collingwood magpies,0.0
1992,fitzroy lions,0.0
1992,geelong cats,0.0
1992,hawthorn hawks,1.0
1992,melbourne demons,0.0
1992,richmond tigers,0.0
1992,st kilda saints,1.0
1992,west coast eagles,0.5
1992,western bulldogs,0.5
1993,	 Adelaide Crows ,1.0
1993,	Brisbane Bears,0.0
1993,	Carlton Blues,0.5
1993,	Collingwood Magpies,0.5
1993,	Richmond Tigers,0.0
1993,	St Kilda Saints,0.0
1993,	West Coast Eagles,1.0
1993, Adelaide Crows ,0.875
1993,Adelaide Crows,0.3
1993,Brisbane Bears,0.2222222222222222
1993,Carlton Blues,0.7
1993,Collingwood Magpies,0.5555555555555556
1993,Essendon Bombers,0.65
1993,Fitzroy Lions,0.4666666666666667
1993,Geelong Cats,0.6
1993,Hawthorn Hawks,0.6
1993,Melbourne Demons,0.5555555555555556
1993,North Melbourne Kangaroos,0.6190476190476191
1993,Richmond Tigers,0.2222222222222222
1993,St Kilda Saints,0.5263157894736842
1993,Sydney Swans,0.05555555555555555
1993,W. Bulldogs,0.6
1993,West Coast Eagles,0.5263157894736842
1993,Western Bulldogs,0.5
1993,adelaide crows,0.0
1993,brisbane bears,0.0
1993,carlton blues,0.0
1993,essendon bombers,0.75
1993,fitzroy lions,0.6
1993,hawthorn hawks,1.0
1993,melbourne demons,0.0
1993,richmond tigers,0.0
1993,sydney swans,0.0
1993,west coast eagles,1.0
1994,	 Adelaide Crows ,1.0
1994,	Brisbane Bears,0.6666666666666666
1994,	Essendon Bombers,1.0
1994,	Fitzroy Lions,0.0
1994,	Geelong Cats,1.0
1994,	Melbourne Demons,0.0
1994,	North Melbourne Kangaroos,1.0
1994,	W. Bulldogs,1.0
1994,	West Coast Eagles,1.0
1994, Adelaide Crows ,0.6
1994,Adelaide Crows,0.18181818181818182
1994,Brisbane Bears,0.375
1994,Carlton Blues,0.6818181818181818
1994,Collingwood Magpies,0.5
1994,Essendon Bombers,0.47619047619047616
1994,Fitzroy Lions,0.25
1994,Geelong Cats,0.6
1994,Hawthorn Hawks,0.5263157894736842
1994,Melbourne Demons,0.5833333333333334
1994,North Melbourne Kangaroos,0.5909090909090909
1994,Richmond Tigers,0.5789473684210527
1994,St Kilda Saints,0.3333333333333333
1994,Sydney Swans,0.2
1994,W. Bulldogs,0.8
1994,West Coast Eagles,0.7727272727272727
1994,Western Bulldogs,0.4
1994,brisbane bears,0.3333333333333333
1994,carlton blues,0.0
1994,collingwood magpies,1.0
1994,fitzroy lions,0.0
1994,hawthorn hawks,0.75
1994,north melbourne kangaroos,0.0
1994,richmond tigers,0.3333333333333333
1994,st kilda saints,0.0
1994,sydney swans,0.0
1994,west coast eagles,0.5
1994,western bulldogs,0.0
1995,	 Adelaide Crows ,0.0
1995,	Brisbane Bears,1.0
1995,	Carlton Blues,1.0
1995,	Essendon Bombers,1.0
1995,	Fremantle Dockers,0.0
1995,	Geelong Cats,1.0
1995,	Melbourne Demons,0.0
1995,	North Melbourne Kangaroos,1.0
1995,	Richmond Tigers,1.0
1995,	St Kilda Saints,0.0
1995,	Sydney Swans,1.0
1995, Adelaide Crows ,0.7
1995,Adelaide Crows,0.2
1995,Brisbane Bears,0.42105263157894735
1995,Carlton Blues,0.9130434782608695
1995,Collingwood Magpies,0.36363636363636365
1995,Essendon Bombers,0.6190476190476191
1995,Fitzroy Lions,0.09090909090909091
1995,Fremantle Dockers,0.3888888888888889
1995,Geelong Cats,0.6956521739130435
1995,Hawthorn Hawks,0.3181818181818182
1995,Melbourne Demons,0.4117647058823529
1995,North Melbourne Kangaroos,0.625
1995,Richmond Tigers,0.6363636363636364
1995,St Kilda Saints,0.35
1995,Sydney Swans,0.3157894736842105
1995,W. Bulldogs,0.6666666666666666
1995,West Coast Eagles,0.6190476190476191
1995,Western Bulldogs,0.3076923076923077
1995,adelaide crows,0.0
1995,brisbane bears,0.0
1995,carlton blues,1.0
1995,essendon bombers,0.5
1995,fremantle dockers,0.3333333333333333
1995,geelong cats,1.0
1995,melbourne demons,0.5
1995,richmond tigers,0.5
1995,st kilda saints,1.0
1995,sydney swans,0.5
1995,west coast eagles,0.3333333333333333
1995,western bulldogs,1.0
1996,	Collingwood Magpies,0.0
1996,	Melbourne Demons,1.0
1996,	North Melbourne Kangaroos,0.5
1996,	St Kilda Saints,1.0
1996,	Sydney Swans,1.0
1996,	West Coast Eagles,1.0
1996, Adelaide Crows ,0.6363636363636364
1996,Adelaide Crows,0.1
1996,Brisbane Bears,0.68
1996,Carlton Blues,0.6521739130434783
1996,Collingwood Magpies,0.42857142857142855
1996,Essendon Bombers,0.6
1996,Fitzroy Lions,0.045454545454545456
1996,Fremantle Dockers,0.3181818181818182
1996,Geelong Cats,0.5909090909090909
1996,Hawthorn Hawks,0.47619047619047616
1996,Melbourne Demons,0.3
1996,North Melbourne Kangaroos,0.7727272727272727
1996,Richmond Tigers,0.55
1996,St Kilda Saints,0.4444444444444444
1996,Sydney Swans,0.6956521739130435
1996,W. Bulldogs,0.5714285714285714
1996,West Coast Eagles,0.65
1996,Western Bulldogs,0.07692307692307693
1996,adelaide crows,0.0
1996,carlton blues,0.0
1996,geelong cats,0.0
1996,hawthorn hawks,0.5
1996,melbourne demons,0.0
1996,north melbourne kangaroos,1.0
1996,richmond tigers,0.0
1996,st kilda saints,0.3333333333333333
1996,sydney swans,1.0
1996,west coast eagles,0.6666666666666666
1996,western bulldogs,0.0
1997,	 Adelaide Crows ,1.0
1997,	Collingwood Magpies,1.0
1997,	Geelong Cats,0.0
1997,	Hawthorn Hawks,1.0
1997,	Melbourne Demons,0.0
1997,	Richmond Tigers,1.0
1997,	St Kilda Saints,0.0
1997,	Sydney Swans,1.0
1997,	W. Bulldogs,1.0
1997,	West Coast Eagles,1.0
1997, Adelaide Crows ,0.7857142857142857
1997,Adelaide Crows,0.5555555555555556
1997,Brisbane Lions,0.4090909090909091
1997,Carlton Blues,0.47619047619047616
1997,Collingwood Magpies,0.45
1997,Essendon Bombers,0.4
1997,Fremantle Dockers,0.47619047619047616
1997,Geelong Cats,0.6666666666666666
1997,Hawthorn Hawks,0.3
1997,Melbourne Demons,0.2
1997,North Melbourne Kangaroos,0.5416666666666666
1997,Port Adelaide Power,0.47368421052631576
1997,Richmond Tigers,0.4444444444444444
1997,St Kilda Saints,0.7727272727272727
1997,Sydney Swans,0.5238095238095238
1997,W. Bulldogs,0.5
1997,West Coast Eagles,0.5454545454545454
1997,Western Bulldogs,0.6666666666666666
1997,adelaide crows,0.0
1997,brisbane lions,1.0
1997,carlton blues,0.0
1997,collingwood magpies,0.0
1997,essendon bombers,0.5
1997,fremantle dockers,0.0
1997,geelong cats,0.5
1997,hawthorn hawks,1.0
1997,melbourne demons,0.0
1997,north melbourne kangaroos,1.0
1997,port adelaide power,0.3333333333333333
1997,richmond tigers,0.3333333333333333
1997,st kilda saints,0.0
1997,sydney swans,0.0
1997,west coast eagles,0.0
1997,western bulldogs,1.0
1998,	 Adelaide Crows ,0.0
1998,	Carlton Blues,1.0
1998,	Essendon Bombers,1.0
1998,	Melbourne Demons,1.0
1998,	Sydney Swans,1.0
1998,	W. Bulldogs,1.0
1998,	West Coast Eagles,0.0
1998, Adelaide Crows ,0.8461538461538461
1998,Adelaide Crows,0.36363636363636365
1998,Brisbane Lions,0.2
1998,Carlton Blues,0.3684210526315789
1998,Collingwood Magpies,0.3684210526315789
1998,Essendon Bombers,0.5
1998,Fremantle Dockers,0.3181818181818182
1998,Geelong Cats,0.4
1998,Hawthorn Hawks,0.36363636363636365
1998,Melbourne Demons,0.625
1998,North Melbourne Kangaroos,0.7727272727272727
1998,Port Adelaide Power,0.42857142857142855
1998,Richmond Tigers,0.631578947368421
1998,St Kilda Saints,0.5
1998,Sydney Swans,0.6086956521739131
1998,W. Bulldogs,0.9
1998,West Coast Eagles,0.5294117647058824
1998,Western Bulldogs,0.4166666666666667
1998,adelaide crows,1.0
1998,brisbane lions,0.5
1998,carlton blues,0.5
1998,collingwood magpies,0.0
1998,essendon bombers,0.5
1998,geelong cats,0.5
1998,north melbourne kangaroos,0.3333333333333333
1998,port adelaide power,0.0
1998,richmond tigers,0.0
1998,st kilda saints,1.0
1998,west coast eagles,0.6
1999,	Essendon Bombers,1.0
1999,	North Melbourne Kangaroos,1.0
1999,	Port Adelaide Power,1.0
1999,	St Kilda Saints,0.0
1999,	Sydney Swans,1.0
1999,	W. Bulldogs,1.0
1999, Adelaide Crows ,0.5454545454545454
1999,Adelaide Crows,0.125
1999,Brisbane Lions,0.6956521739130435
1999,Carlton Blues,0.5217391304347826
1999,Collingwood Magpies,0.2
1999,Essendon Bombers,0.8181818181818182
1999,Fremantle Dockers,0.23809523809523808
1999,Geelong Cats,0.42857142857142855
1999,Hawthorn Hawks,0.5
1999,Melbourne Demons,0.3
1999,North Melbourne Kangaroos,0.8181818181818182
1999,Port Adelaide Power,0.47368421052631576
1999,Richmond Tigers,0.45
1999,St Kilda Saints,0.47619047619047616
1999,Sydney Swans,0.45454545454545453
1999,W. Bulldogs,0.625
1999,West Coast Eagles,0.5217391304347826
1999,Western Bulldogs,0.6153846153846154
1999,adelaide crows,0.3333333333333333
1999,brisbane lions,1.0
1999,carlton blues,0.6666666666666666
1999,collingwood magpies,0.0
1999,essendon bombers,0.0
1999,fremantle dockers,0.0
1999,geelong cats,1.0
1999,hawthorn hawks,0.0
1999,melbourne demons,0.0
1999,north melbourne kangaroos,0.5
1999,port adelaide power,0.5
1999,richmond tigers,0.0
1999,west coast eagles,1.0
1999,western bulldogs,0.5
2000,	Brisbane Lions,1.0
2000,	Carlton Blues,0.0
2000,	Collingwood Magpies,1.0
2000,	Fremantle Dockers,0.5
2000,	Melbourne Demons,1.0
2000,	Port Adelaide Power,0.0
2000, Adelaide Crows ,0.5833333333333334
2000,Adelaide Crows,0.3333333333333333
2000,Brisbane Lions,0.5217391304347826
2000,Carlton Blues,0.8
2000,Collingwood Magpies,0.2631578947368421
2000,Essendon Bombers,0.9545454545454546
2000,Fremantle Dockers,0.3684210526315789
2000,Geelong Cats,0.45
2000,Hawthorn Hawks,0.5454545454545454
2000,Melbourne Demons,0.6666666666666666
2000,North Melbourne Kangaroos,0.6521739130434783
2000,Port Adelaide Power,0.35
2000,Richmond Tigers,0.5238095238095238
2000,St Kilda Saints,0.1
2000,Sydney Swans,0.45454545454545453
2000,W. Bulldogs,0.5833333333333334
2000,West Coast Eagles,0.3684210526315789
2000,Western Bulldogs,0.4
2000,adelaide crows,0.0
2000,carlton blues,0.25
2000,collingwood magpies,0.5
2000,essendon bombers,1.0
2000,fremantle dockers,0.0
2000,geelong cats,1.0
2000,hawthorn hawks,0.5
2000,melbourne demons,0.3333333333333333
2000,north melbourne kangaroos,0.0
2000,port adelaide power,0.0
2000,richmond tigers,0.0
2000,st kilda saints,0.0
2000,west coast eagles,0.0
2000,western bulldogs,1.0
2001,	Carlton Blues,1.0
2001,	Collingwood Magpies,1.0
2001,	Essendon Bombers,1.0
2001,	Fremantle Dockers,0.0
2001,	North Melbourne Kangaroos,0.0
2001,	Port Adelaide Power,1.0
2001,	Richmond Tigers,1.0
2001,	W. Bulldogs,0.0
2001, Adelaide Crows ,0.5833333333333334
2001,Adelaide Crows,0.5
2001,Brisbane Lions,0.8
2001,Carlton Blues,0.6
2001,Collingwood Magpies,0.4117647058823529
2001,Essendon Bombers,0.8421052631578947
2001,Fremantle Dockers,0.1111111111111111
2001,Geelong Cats,0.42857142857142855
2001,Hawthorn Hawks,0.6086956521739131
2001,Melbourne Demons,0.42857142857142855
2001,North Melbourne Kangaroos,0.45
2001,Port Adelaide Power,0.6842105263157895
2001,Richmond Tigers,0.6086956521739131
2001,St Kilda Saints,0.19047619047619047
2001,Sydney Swans,0.5454545454545454
2001,W. Bulldogs,0.2222222222222222
2001,West Coast Eagles,0.25
2001,Western Bulldogs,0.75
2001,adelaide crows,0.0
2001,carlton blues,0.6666666666666666
2001,collingwood magpies,0.6666666666666666
2001,essendon bombers,0.25
2001,fremantle dockers,0.0
2001,geelong cats,0.0
2001,hawthorn hawks,0.5
2001,melbourne demons,1.0
2001,north melbourne kangaroos,0.0
2001,port adelaide power,0.5
2001,st kilda saints,0.0
2001,sydney swans,0.0
2001,west coast eagles,0.0
2001,western bulldogs,0.5
2002,	 Adelaide Crows ,1.0
2002,	Brisbane Lions,1.0
2002,	Collingwood Magpies,1.0
2002,	Geelong Cats,0.0
2002,	Melbourne Demons,0.0
2002,	North Melbourne Kangaroos,1.0
2002,	Sydney Swans,0.6666666666666666
2002, Adelaide Crows ,0.8333333333333334
2002,Adelaide Crows,0.4166666666666667
2002,Brisbane Lions,0.8571428571428571
2002,Carlton Blues,0.10526315789473684
2002,Collingwood Magpies,0.5714285714285714
2002,Essendon Bombers,0.5238095238095238
2002,Fremantle Dockers,0.42857142857142855
2002,Geelong Cats,0.5882352941176471
2002,Hawthorn Hawks,0.5238095238095238
2002,Melbourne Demons,0.55
2002,North Melbourne Kangaroos,0.55
2002,Port Adelaide Power,0.7916666666666666
2002,Richmond Tigers,0.3333333333333333
2002,St Kilda Saints,0.22727272727272727
2002,Sydney Swans,0.35294117647058826
2002,W. Bulldogs,0.4166666666666667
2002,West Coast Eagles,0.55
2002,Western Bulldogs,0.42857142857142855
2002,brisbane lions,0.3333333333333333
2002,carlton blues,0.3333333333333333
2002,collingwood magpies,0.6666666666666666
2002,essendon bombers,0.6666666666666666
2002,fremantle dockers,0.0
2002,geelong cats,0.25
2002,hawthorn hawks,0.0
2002,melbourne demons,1.0
2002,north melbourne kangaroos,0.0
2002,port adelaide power,0.0
2002,richmond tigers,0.0
2002,sydney swans,0.5
2002,west coast eagles,0.0
2002,western bulldogs,0.3333333333333333
2003,	 Adelaide Crows ,1.0
2003,	Carlton Blues,0.0
2003,	Essendon Bombers,1.0
2003,	Geelong Cats,0.0
2003,	North Melbourne Kangaroos,0.0
2003,	St Kilda Saints,1.0
2003,	Sydney Swans,1.0
2003,	West Coast Eagles,0.0
2003, Adelaide Crows ,0.7
2003,Adelaide Crows,0.4
2003,Brisbane Lions,0.6521739130434783
2003,Carlton Blues,0.2
2003,Collingwood Magpies,0.6956521739130435
2003,Essendon Bombers,0.5714285714285714
2003,Fremantle Dockers,0.5909090909090909
2003,Geelong Cats,0.3333333333333333
2003,Hawthorn Hawks,0.5454545454545454
2003,Melbourne Demons,0.23809523809523808
2003,North Melbourne Kangaroos,0.55
2003,Port Adelaide Power,0.782608695652174
2003,Richmond Tigers,0.3333333333333333
2003,St Kilda Saints,0.47619047619047616
2003,Sydney Swans,0.6363636363636364
2003,W. Bulldogs,0.16666666666666666
2003,West Coast Eagles,0.5454545454545454
2003,Western Bulldogs,0.14285714285714285
2003,adelaide crows,0.5
2003,brisbane lions,0.6666666666666666
2003,carlton blues,0.0
2003,collingwood magpies,0.5
2003,essendon bombers,0.5
2003,fremantle dockers,1.0
2003,geelong cats,0.5
2003,melbourne demons,0.0
2003,north melbourne kangaroos,0.0
2003,port adelaide power,0.5
2003,richmond tigers,0.25
2003,sydney swans,0.0
2003,western bulldogs,0.0
2004,	Collingwood Magpies,0.0
2004,	Essendon Bombers,0.0
2004,	Hawthorn Hawks,0.0
2004,	Port Adelaide Power,1.0
2004,	Richmond Tigers,0.0
2004,	Sydney Swans,1.0
2004,	W. Bulldogs,0.5
2004, Adelaide Crows ,0.45454545454545453
2004,Adelaide Crows,0.2727272727272727
2004,Brisbane Lions,0.782608695652174
2004,Carlton Blues,0.4
2004,Collingwood Magpies,0.38095238095238093
2004,Essendon Bombers,0.5263157894736842
2004,Fremantle Dockers,0.47619047619047616
2004,Geelong Cats,0.75
2004,Hawthorn Hawks,0.21052631578947367
2004,Melbourne Demons,0.5909090909090909
2004,North Melbourne Kangaroos,0.45454545454545453
2004,Port Adelaide Power,0.8260869565217391
2004,Richmond Tigers,0.21052631578947367
2004,St Kilda Saints,0.6956521739130435
2004,Sydney Swans,0.6
2004,W. Bulldogs,0.1111111111111111
2004,West Coast Eagles,0.5909090909090909
2004,Western Bulldogs,0.375
2004,brisbane lions,0.0
2004,carlton blues,1.0
2004,essendon bombers,0.75
2004,fremantle dockers,1.0
2004,geelong cats,0.2
2004,hawthorn hawks,0.0
2004,melbourne demons,1.0
2004,port adelaide power,0.0
2004,richmond tigers,0.0
2004,st kilda saints,0.5
2004,sydney swans,0.3333333333333333
2004,west coast eagles,0.0
2004,western bulldogs,0.0
2005,	Brisbane Lions,0.5
2005,	Collingwood Magpies,0.0
2005,	Essendon Bombers,0.5
2005,	Fremantle Dockers,1.0
2005,	Geelong Cats,1.0
2005,	Melbourne Demons,1.0
2005,	North Melbourne Kangaroos,1.0
2005,	Port Adelaide Power,1.0
2005,	Richmond Tigers,1.0
2005,	W. Bulldogs,0.0
2005,	West Coast Eagles,1.0
2005, Adelaide Crows ,0.7692307692307693
2005,Adelaide Crows,0.6
2005,Brisbane Lions,0.45
